zipcode,number,letter
55480,6,A
55487,6,A
55488,6,A
55554,6,A
55572,6,A
55590,6,A
55598,6,A
55601,7,
55602,7,
55603,7,
55604,7,
55605,7,
55606,7,
55607,7,
55609,7,
55612,7,
55613,7,
55614,7,
55615,7,
55616,7,
55701,7,
55702,7,
55703,7,
55704,7,
55705,7,
55706,7,
55707,7,
55708,7,
55709,7,
55710,7,
55711,7,
55712,7,
55713,7,
55716,7,
55717,7,
55718,7,
55719,7,
55720,7,
55721,7,
55722,7,
55723,7,
55724,7,
55725,7,
55726,7,
55730,7,
55731,7,
55732,7,
55733,7,
55734,7,
55735,7,
55736,7,
55738,7,
55741,7,
55742,7,
55744,7,
55746,7,
55748,7,
55749,7,
55750,7,
55751,7,
55752,7,
55753,7,
55756,7,
55757,7,
55758,7,
55760,7,
55763,7,
55764,7,
55765,7,
55767,7,
55768,7,
55769,7,
55771,7,
55772,7,
55775,7,
55779,7,
55780,7,
55781,7,
55782,7,
55783,7,
55784,7,
55785,7,
55786,7,
55787,7,
55790,7,
55791,7,
55792,7,
55793,7,
55795,7,
55796,7,
55797,7,
55798,7,
55801,7,
55802,7,
55803,7,
55804,7,
55805,7,
55806,7,
55807,7,
55808,7,
55810,7,
55811,7,
55812,7,
55814,7,
55815,7,
55816,7,
55901,6,A
55902,6,A
55903,6,A
55904,6,A
55905,6,A
55906,6,A
55909,6,A
55910,6,A
55912,6,A
55917,6,A
55918,6,A
55919,6,A
55920,6,A
55921,6,A
55922,6,A
55923,6,A
55924,6,A
55925,6,A
55926,6,A
55927,6,A
55929,6,A
55931,6,A
55932,6,A
55933,6,A
55934,6,A
55935,6,A
55936,6,A
55939,6,A
55940,6,A
55941,6,A
55942,6,A
55943,6,A
55944,6,A
55945,6,A
55946,6,A
55947,6,A
55949,6,A
55950,6,A
55951,6,A
55952,6,A
55953,6,A
55954,6,A
55955,6,A
55956,6,A
55957,6,A
55959,6,A
55960,6,A
55961,6,A
55962,6,A
55963,6,A
55964,6,A
55965,6,A
55967,6,A
55968,6,A
55969,6,A
55970,6,A
55971,6,A
55972,6,A
55973,6,A
55974,6,A
55975,6,A
55976,6,A
55977,6,A
55979,6,A
55981,6,A
55982,6,A
55983,6,A
55985,6,A
55987,6,A
55988,6,A
55990,6,A
55991,6,A
55992,6,A
56001,6,A
56002,6,A
56003,6,A
56006,6,A
56007,6,A
56009,6,A
56010,6,A
56011,6,A
56013,6,A
56014,6,A
56016,6,A
56017,6,A
56019,6,A
56020,6,A
56021,6,A
56022,6,A
56023,6,A
56024,6,A
56025,6,A
56026,6,A
56027,6,A
56028,6,A
56029,6,A
56030,6,A
56031,6,A
56032,6,A
56033,6,A
56034,6,A
56035,6,A
56036,6,A
56037,6,A
56039,6,A
56041,6,A
56042,6,A
56043,6,A
56044,6,A
56045,6,A
56046,6,A
56047,6,A
56048,6,A
56050,6,A
56051,6,A
56052,6,A
56054,6,A
56055,6,A
56056,6,A
56057,6,A
56058,6,A
56060,6,A
56062,6,A
56063,6,A
56065,6,A
56068,6,A
56069,6,A
56071,6,A
56072,6,A
56073,6,A
56074,6,A
56075,6,A
56078,6,A
56080,6,A
56081,6,A
56082,6,A
56083,6,A
56085,6,A
56087,6,A
56088,6,A
56089,6,A
56090,6,A
56091,6,A
56093,6,A
56096,6,A
56097,6,A
56098,6,A
56101,6,A
56110,6,A
56111,6,A
56113,6,A
56114,6,A
56115,6,A
56116,6,A
56117,6,A
56118,6,A
56119,6,A
56120,6,A
56121,6,A
56122,6,A
56123,6,A
56125,6,A
56127,6,A
56128,6,A
56129,6,A
56131,6,A
56132,6,A
56134,6,A
56136,6,A
56137,6,A
56138,6,A
56139,6,A
56140,6,A
56141,6,A
56142,6,A
56143,6,A
56144,6,A
56145,6,A
56146,6,A
56147,6,A
56149,6,A
56150,6,A
56151,6,A
56152,6,A
56153,6,A
56155,6,A
56156,6,A
56157,6,A
56158,6,A
56159,6,A
56160,6,A
56161,6,A
56162,6,A
56164,6,A
56165,6,A
56166,6,A
56167,6,A
56168,6,A
56169,6,A
56170,6,A
56171,6,A
56172,6,A
56173,6,A
56174,6,A
56175,6,A
56176,6,A
56178,6,A
56180,6,A
56181,6,A
56183,6,A
56185,6,A
56186,6,A
56187,6,A
56201,6,A
56207,6,A
56208,6,A
56209,6,A
56210,6,A
56211,6,A
56212,6,A
56214,6,A
56215,6,A
56216,6,A
56218,6,A
56219,6,A
56220,6,A
56221,6,A
56222,6,A
56223,6,A
56224,6,A
56225,6,A
56226,6,A
56227,6,A
56228,6,A
56229,6,A
56230,6,A
56231,6,A
56232,6,A
56235,6,A
56236,6,A
56237,6,A
56239,6,A
56240,6,A
56241,6,A
56243,6,A
56244,6,A
56245,6,A
56248,7,
56249,6,A
56251,6,A
56252,6,A
56253,6,A
56255,6,A
56256,6,A
56257,6,A
56258,6,A
56260,6,A
56262,6,A
56263,6,A
56264,6,A
56265,6,A
56266,6,A
56267,6,A
56270,6,A
56271,6,A
56273,6,A
56274,7,
56276,6,A
56277,6,A
56278,6,A
56279,6,A
56280,6,A
56281,6,A
56282,6,A
56283,6,A
56284,6,A
56285,6,A
56288,6,A
56289,6,A
56291,6,A
56292,6,A
56293,6,A
56294,6,A
56295,6,A
56296,6,A
56297,6,A
56301,6,A
56302,6,A
56303,6,A
56304,6,A
56307,6,A
56308,6,A
56309,7,
56310,6,A
56311,7,
56312,6,A
56313,7,
56314,6,A
56315,6,A
56316,6,A
56317,6,A
56318,6,A
56319,6,A
56320,6,A
56321,6,A
56323,6,A
56324,7,
56325,6,A
56326,6,A
56327,6,A
56328,6,A
56329,6,A
56330,7,
56331,6,A
56332,6,A
56333,6,A
56334,6,A
56335,6,A
56336,6,A
56338,6,A
56339,7,
56340,6,A
56341,6,A
56342,7,
56343,6,A
56344,6,A
56345,6,A
56347,6,A
56349,6,A
56350,7,
56352,6,A
56353,7,
56354,6,A
56355,6,A
56356,6,A
56357,6,A
56358,7,
56359,7,
56360,6,A
56361,7,
56362,6,A
56363,7,
56364,6,A
56367,6,A
56368,6,A
56369,6,A
56371,6,A
56372,6,A
56373,6,A
56374,6,A
56375,6,A
56376,6,A
56377,6,A
56378,6,A
56379,6,A
56381,6,A
56382,6,A
56384,6,A
56385,6,A
56386,7,
56387,6,A
56389,6,A
56393,6,A
56401,7,
56425,7,
56431,7,
56433,7,
56434,7,
56435,7,
56436,7,
56437,6,A
56438,6,A
56440,6,A
56441,7,
56442,7,
56443,6,A
56444,7,
56446,6,A
56447,7,
56448,7,
56449,7,
56450,7,
56452,7,
56453,6,A
56455,7,
56456,7,
56458,7,
56459,7,
56461,7,
56464,7,
56465,7,
56466,6,A
56467,7,
56468,7,
56469,7,
56470,7,
56472,7,
56473,7,
56474,7,
56475,6,A
56477,7,
56478,7,
56479,7,
56481,7,
56482,7,
56484,7,
56501,7,
56502,7,
56510,7,
56511,7,
56514,7,
56515,7,
56516,7,
56517,7,
56518,7,
56519,7,
56520,7,
56521,7,
56522,7,
56523,7,
56524,7,
56525,7,
56527,7,
56528,7,
56529,7,
56531,7,
56533,7,
56534,7,
56535,7,
56536,7,
56537,7,
56538,7,
56540,7,
56541,7,
56542,7,
56543,7,
56544,7,
56545,7,
56546,7,
56547,7,
56548,7,
56549,7,
56550,7,
56551,7,
56552,7,
56553,7,
56554,7,
56556,7,
56557,7,
56560,7,
56561,7,
56562,7,
56563,7,
56565,7,
56566,7,
56567,7,
56568,7,
56569,7,
56570,7,
56571,7,
56572,7,
56573,7,
56574,7,
56575,7,
56576,7,
56577,7,
56578,7,
56579,7,
56580,7,
56581,7,
56583,6,A
56584,7,
56585,7,
56586,7,
56587,7,
56588,7,
56589,7,
56590,7,
56592,7,
56593,7,
56594,7,
56601,7,
56619,7,
56621,7,
56623,7,
56626,7,
56627,7,
56628,7,
56629,7,
56630,7,
56631,7,
56633,7,
56634,7,
56636,7,
56637,7,
56639,7,
56641,7,
56644,7,
56646,7,
56647,7,
56649,7,
56650,7,
56651,7,
56652,7,
56653,7,
56654,7,
56655,7,
56657,7,
56659,7,
56660,7,
56661,7,
56662,7,
56663,7,
56667,7,
56668,7,
56669,7,
56670,7,
56671,7,
56672,7,
56673,7,
56676,7,
56678,7,
56679,7,
56680,7,
56681,7,
56683,7,
56684,7,
56685,7,
56686,7,
56701,7,
56710,7,
56711,7,
56713,7,
56714,7,
56715,7,
56716,7,
56720,7,
56721,7,
56722,7,
56723,7,
56724,7,
56725,7,
56726,7,
56727,7,
56728,7,
56729,7,
56731,7,
56732,7,
56733,7,
56734,7,
56735,7,
56736,7,
56737,7,
56738,7,
56741,7,
56742,7,
56744,7,
56748,7,
56750,7,
56751,7,
56754,7,
56755,7,
56756,7,
56757,7,
56758,7,
56759,7,
56760,7,
56761,7,
56762,7,
56763,7,
57001,5,A
57002,6,A
57003,6,A
57004,5,A
57005,6,A
57006,6,A
57007,6,A
57010,5,A
57012,6,A
57013,6,A
57014,6,A
57015,6,A
57016,6,A
57017,6,A
57018,6,A
57020,6,A
57021,6,A
57022,6,A
57024,6,A
57025,5,A
57026,6,A
57027,6,A
57028,6,A
57029,5,A
57030,6,A
57031,5,A
57032,6,A
57033,6,A
57034,6,A
57035,6,A
57036,6,A
57037,5,A
57038,5,A
57039,6,A
57040,5,A
57041,6,A
57042,6,A
57043,6,A
57045,5,A
57046,5,A
57047,6,A
57048,6,A
57049,5,A
57050,6,A
57051,6,A
57052,5,A
57053,6,A
57054,6,A
57055,6,A
57057,6,A
57058,6,A
57059,5,A
57061,6,A
57062,5,A
57063,5,A
57064,6,A
57065,6,A
57066,5,A
57067,5,A
57068,6,A
57069,5,A
57070,6,A
57071,6,A
57072,5,A
57073,5,A
57075,6,A
57076,6,A
57077,6,A
57078,5,A
57101,6,A
57103,6,A
57104,6,A
57105,6,A
57106,6,A
57107,6,A
57108,6,A
57109,6,A
57110,6,A
57117,6,A
57118,6,A
57186,6,A
57197,6,A
57198,6,A
57201,6,A
57212,6,A
57213,6,A
57214,6,A
57216,6,A
57217,6,A
57218,6,A
57219,6,A
57220,6,A
57221,6,A
57223,6,A
57224,6,A
57225,6,A
57226,6,A
57227,6,A
57231,6,A
57232,6,A
57233,6,A
57234,6,A
57235,6,A
57236,6,A
57237,6,A
57238,6,A
57239,6,A
57241,6,A
57242,6,A
57243,6,A
57245,6,A
57246,6,A
57247,6,A
57248,6,A
57249,6,A
57251,6,A
57252,6,A
57255,6,A
57257,6,A
57258,6,A
57259,6,A
57260,6,A
57261,6,A
57262,6,A
57263,6,A
57264,6,A
57265,6,A
57266,6,A
57268,6,A
57269,6,A
57270,6,A
57271,6,A
57272,6,A
57273,6,A
57274,6,A
57276,6,A
57278,6,A
57279,6,A
57301,6,A
57311,6,A
57312,6,A
57313,5,A
57314,6,A
57315,5,A
57317,5,A
57319,6,A
57321,6,A
57322,6,A
57323,6,A
57324,6,A
57325,6,A
57326,6,A
57328,5,A
57329,5,A
57330,5,A
57331,5,A
57332,6,A
57334,6,A
57335,5,A
57337,6,A
57339,6,A
57340,6,A
57341,6,A
57342,5,A
57344,5,A
57345,6,A
57346,6,A
57348,6,A
57349,6,A
57350,6,A
57353,6,A
57354,5,A
57355,6,A
57356,5,A
57358,6,A
57359,6,A
57361,5,A
57362,6,A
57363,6,A
57364,5,A
57365,6,A
57366,5,A
57367,5,A
57368,6,A
57369,5,A
57370,6,A
57371,6,A
57373,6,A
57374,6,A
57375,6,A
57376,5,A
57379,6,A
57380,5,A
57381,6,A
57382,6,A
57383,6,A
57384,6,A
57385,6,A
57386,6,A
57401,6,A
57402,6,A
57420,6,A
57421,6,A
57422,6,A
57424,6,A
57427,6,A
57428,6,A
57429,6,A
57430,6,A
57432,6,A
57433,6,A
57434,6,A
57435,6,A
57436,6,A
57437,6,A
57438,6,A
57439,6,A
57440,6,A
57441,6,A
57442,6,A
57445,6,A
57446,6,A
57448,6,A
57449,6,A
57450,6,A
57451,6,A
57452,6,A
57454,6,A
57455,6,A
57456,6,A
57457,6,A
57460,6,A
57461,6,A
57465,6,A
57466,6,A
57467,6,A
57468,6,A
57469,6,A
57471,6,A
57472,6,A
57473,6,A
57474,6,A
57475,6,A
57476,6,A
57477,6,A
57479,6,A
57481,6,A
57501,6,A
57520,6,A
57521,5,A
57522,6,A
57523,5,A
57528,5,A
57529,5,A
57531,6,A
57532,6,A
57533,5,A
57536,6,A
57537,6,A
57538,5,A
57540,6,A
57543,5,A
57544,6,A
57547,5,A
57548,6,A
57551,5,A
57552,6,A
57553,6,A
57555,5,A
57559,6,A
57560,5,A
57562,6,A
57564,6,A
57567,6,A
57568,6,A
57569,6,A
57570,5,A
57572,5,A
57574,5,A
57576,6,A
57577,5,A
57579,5,A
57580,5,A
57584,5,A
57585,5,A
57601,6,A
57620,6,A
57621,6,A
57623,6,A
57625,6,A
57626,6,A
57630,6,A
57631,6,A
57632,6,A
57633,6,A
57638,6,A
57639,6,A
57640,6,A
57641,6,A
57642,6,A
57644,6,A
57645,6,A
57646,6,A
57648,6,A
57649,6,A
57651,6,A
57656,6,A
57657,6,A
57660,6,A
57701,6,A
57702,6,A
57703,6,A
57706,6,A
57709,6,A
57714,5,A
57716,6,A
57717,6,A
57718,6,A
57719,6,A
57720,6,A
57722,6,A
57724,6,A
57725,6,A
57730,6,A
57732,6,A
57735,6,A
57737,6,A
57738,6,A
57741,6,A
57744,6,A
57745,6,A
57747,6,A
57748,6,A
57750,5,A
57751,6,A
57752,6,A
57754,6,A
57755,6,A
57756,6,A
57758,6,A
57759,6,A
57760,6,A
57761,6,A
57762,6,A
57763,6,A
57764,6,A
57766,6,A
57767,6,A
57769,6,A
57770,6,A
57772,6,A
57773,6,A
57775,6,A
57779,6,A
57780,6,A
57783,6,A
57785,6,A
57787,6,A
57788,6,A
57790,6,A
57791,6,A
57792,6,A
57793,6,A
57799,6,A
58001,6,A
58004,7,
58005,7,
58006,7,
58007,7,
58008,6,A
58009,7,
58011,7,
58012,7,
58013,6,A
58015,6,A
58016,7,
58017,6,A
58018,6,A
58021,7,
58027,6,A
58029,7,
58030,6,A
58031,7,
58032,6,A
58033,6,A
58035,7,
58036,7,
58038,7,
58040,6,A
58041,6,A
58042,7,
58043,6,A
58045,7,
58046,7,
58047,7,
58048,7,
58049,7,
58051,7,
58052,7,
58053,6,A
58054,6,A
58056,7,
58057,6,A
58058,6,A
58059,7,
58060,6,A
58061,6,A
58062,7,
58063,7,
58064,7,
58065,7,
58067,6,A
58068,6,A
58069,6,A
58071,7,
58072,7,
58074,6,A
58075,6,A
58076,6,A
58077,6,A
58078,7,
58079,7,
58081,6,A
58102,7,
58103,7,
58104,7,
58105,7,
58106,7,
58107,7,
58108,7,
58121,7,
58122,7,
58124,7,
58126,7,
58201,7,
58202,7,
58203,7,
58204,7,
58205,7,
58206,7,
58207,7,
58208,7,
58210,7,
58212,7,
58214,7,
58216,7,
58218,7,
58219,7,
58220,7,
58222,7,
58223,7,
58224,7,
58225,7,
58227,7,
58228,7,
58229,7,
58230,7,
58231,7,
58233,7,
58235,7,
58236,7,
58237,7,
58238,7,
58239,7,
58240,7,
58241,7,
58243,7,
58244,7,
58249,7,
58250,7,
58251,7,
58254,7,
58256,7,
58257,7,
58258,7,
58259,7,
58260,7,
58261,7,
58262,7,
58265,7,
58266,7,
58267,7,
58269,7,
58270,7,
58271,7,
58272,7,
58273,7,
58274,7,
58275,7,
58276,7,
58277,7,
58278,7,
58281,7,
58282,7,
58301,7,
58311,7,
58313,7,
58316,7,
58317,7,
58318,7,
58321,7,
58323,7,
58324,7,
58325,7,
58327,7,
58329,7,
58330,7,
58331,7,
58332,7,
58335,7,
58338,7,
58339,7,
58341,7,
58344,7,
58345,7,
58346,7,
58348,7,
58351,7,
58352,7,
58353,7,
58355,7,
58356,7,
58357,7,
58361,7,
58362,7,
58363,7,
58365,7,
58366,7,
58367,7,
58368,7,
58369,7,
58370,7,
58372,7,
58374,7,
58377,7,
58380,7,
58381,7,
58382,7,
58384,7,
58385,7,
58386,7,
58401,7,
58402,7,
58405,7,
58413,6,A
58415,6,A
58416,7,
58418,7,
58420,7,
58421,7,
58422,7,
58424,7,
58425,7,
58426,7,
58428,7,
58429,7,
58431,6,A
58433,6,A
58436,6,A
58438,7,
58439,6,A
58440,6,A
58441,6,A
58442,6,A
58443,7,
58444,7,
58445,7,
58448,7,
58451,7,
58454,6,A
58455,7,
58456,6,A
58458,6,A
58460,6,A
58461,7,
58463,7,
58464,7,
58466,6,A
58467,7,
58472,7,
58474,6,A
58475,7,
58476,7,
58477,6,A
58478,7,
58479,7,
58480,7,
58481,7,
58482,7,
58483,7,
58484,7,
58486,7,
58487,7,
58488,7,
58490,6,A
58492,7,
58494,6,A
58495,6,A
58496,7,
58497,7,
58501,6,A
58502,6,A
58503,6,A
58504,6,A
58505,6,A
58506,6,A
58507,6,A
58520,6,A
58521,6,A
58523,6,A
58524,6,A
58528,6,A
58529,6,A
58530,6,A
58531,7,
58532,6,A
58533,6,A
58535,6,A
58538,6,A
58540,7,
58541,6,A
58542,6,A
58544,6,A
58545,6,A
58549,6,A
58552,6,A
58554,6,A
58558,6,A
58559,7,
58560,6,A
58561,6,A
58562,6,A
58563,6,A
58564,6,A
58565,7,
58566,6,A
58568,6,A
58569,6,A
58570,6,A
58571,6,A
58572,6,A
58573,6,A
58575,7,
58576,7,
58577,7,
58579,7,
58580,6,A
58581,6,A
58601,6,A
58602,6,A
58620,6,A
58621,6,A
58622,6,A
58623,6,A
58625,6,A
58626,6,A
58627,6,A
58630,6,A
58631,6,A
58632,6,A
58634,6,A
58636,6,A
58638,6,A
58639,6,A
58640,6,A
58641,6,A
58642,6,A
58643,6,A
58645,6,A
58646,6,A
58647,6,A
58649,6,A
58650,6,A
58651,6,A
58652,6,A
58653,6,A
58654,6,A
58655,6,A
58656,6,A
58701,7,
58702,7,
58703,7,
58704,7,
58705,7,
58707,7,
58710,7,
58711,7,
58712,7,
58716,7,
58718,7,
58721,7,
58722,7,
58723,7,
58725,7,
58727,7,
58730,7,
58731,7,
58733,7,
58734,7,
58735,7,
58736,7,
58737,7,
58740,7,
58741,7,
58744,7,
58746,7,
58748,7,
58750,7,
58752,7,
58755,7,
58756,7,
58757,6,A
58758,7,
58759,7,
58760,7,
58761,7,
58762,7,
58763,7,
58765,7,
58768,7,
58769,7,
58770,7,
58771,7,
58772,7,
58773,7,
58775,7,
58776,7,
58778,7,
58779,7,
58781,7,
58782,7,
58783,7,
58784,7,
58785,7,
58787,7,
58788,7,
58789,7,
58790,7,
58792,7,
58793,7,
58794,7,
58795,7,
58801,7,
58802,7,
58830,7,
58831,6,A
58833,7,
58835,6,A
58838,6,A
58843,7,
58844,7,
58845,7,
58847,6,A
58849,7,
58852,7,
58853,7,
58854,6,A
58856,7,
59001,6,B
59002,6,B
59003,6,B
59006,6,B
59007,6,B
59008,6,B
59010,6,B
59011,6,B
59012,6,B
59013,6,B
59014,6,B
59015,6,B
59016,6,B
59018,6,B
59019,6,B
59020,6,B
59022,6,B
59024,6,B
59025,6,B
59026,6,B
59027,6,B
59028,6,B
59029,6,B
59030,6,B
59031,6,B
59032,6,B
59033,6,B
59034,6,B
59035,6,B
59036,6,B
59037,6,B
59038,6,B
59039,6,B
59041,6,B
59043,6,B
59044,6,B
59046,6,B
59047,6,B
59050,6,B
59052,6,B
59053,6,B
59054,6,B
59057,6,B
59058,6,B
59059,6,B
59061,6,B
59062,6,B
59063,6,B
59064,6,B
59065,6,B
59066,6,B
59067,6,B
59068,6,B
59069,6,B
59070,6,B
59071,6,B
59072,6,B
59074,6,B
59075,6,B
59078,6,B
59079,6,B
59081,6,B
59085,6,B
59086,6,B
59087,6,B
59088,6,B
59101,6,B
59102,6,B
59103,6,B
59104,6,B
59105,6,B
59106,6,B
59107,6,B
59108,6,B
59116,6,B
59117,6,B
59201,6,B
59211,6,B
59212,6,B
59213,6,B
59215,6,B
59217,6,B
59218,6,B
59219,6,B
59221,6,B
59222,6,B
59223,6,B
59225,6,B
59226,6,B
59230,6,B
59231,6,B
59241,6,B
59242,6,B
59243,6,B
59244,6,B
59247,6,B
59248,6,B
59250,6,B
59252,6,B
59253,6,B
59254,6,B
59255,6,B
59256,6,B
59257,6,B
59258,6,B
59259,6,B
59260,6,B
59261,6,B
59262,6,B
59263,6,B
59270,6,B
59273,6,B
59274,6,B
59275,6,B
59276,6,B
59301,6,B
59311,6,B
59313,6,B
59314,6,B
59315,6,B
59316,6,B
59317,6,B
59319,6,B
59323,6,B
59324,6,B
59326,6,B
59327,6,B
59330,6,B
59332,6,B
59333,6,B
59336,6,B
59337,6,B
59338,6,B
59339,6,B
59341,6,B
59344,6,B
59345,6,B
59347,6,B
59349,6,B
59351,6,B
59353,6,B
59354,6,B
59401,6,B
59402,6,B
59403,6,B
59404,6,B
59405,6,B
59406,6,B
59410,6,B
59411,6,B
59412,6,B
59414,6,B
59416,6,B
59417,6,B
59419,6,B
59420,6,B
59421,6,B
59422,6,B
59424,6,B
59425,6,B
59427,6,B
59430,6,B
59432,6,B
59433,6,B
59434,6,B
59435,6,B
59436,6,B
59440,6,B
59441,6,B
59442,6,B
59443,6,B
59444,6,B
59446,6,B
59447,6,B
59448,6,B
59450,6,B
59451,6,B
59452,6,B
59453,6,B
59454,6,B
59457,6,B
59460,6,B
59462,6,B
59463,6,B
59464,6,B
59465,6,B
59466,6,B
59467,6,B
59468,6,B
59469,6,B
59471,6,B
59472,6,B
59474,6,B
59477,6,B
59479,6,B
59480,6,B
59482,6,B
59483,6,B
59484,6,B
59485,6,B
59486,6,B
59487,6,B
59489,6,B
59501,6,B
59520,6,B
59521,6,B
59522,6,B
59523,6,B
59524,6,B
59525,6,B
59526,6,B
59527,6,B
59528,6,B
59529,6,B
59530,6,B
59531,6,B
59532,6,B
59537,6,B
59538,6,B
59540,6,B
59542,6,B
59544,6,B
59545,6,B
59546,6,B
59547,6,B
59601,6,B
59602,6,B
59604,6,B
59620,6,B
59624,6,B
59625,6,B
59626,6,B
59631,6,B
59632,6,B
59633,6,B
59634,6,B
59635,6,B
59636,6,B
59638,6,B
59639,6,B
59640,6,B
59642,6,B
59643,6,B
59644,6,B
59645,6,B
59647,6,B
59648,6,B
59701,6,B
59702,6,B
59703,6,B
59707,6,B
59710,6,B
59711,6,B
59713,6,B
59714,6,B
59715,6,B
59716,6,B
59717,6,B
59718,6,B
59719,6,B
59720,6,B
59721,6,B
59722,6,B
59724,6,B
59725,6,B
59727,6,B
59728,6,B
59729,6,B
59730,6,B
59731,6,B
59732,6,B
59733,6,B
59735,6,B
59736,6,B
59739,6,B
59740,6,B
59741,6,B
59743,6,B
59745,6,B
59746,6,B
59747,6,B
59748,6,B
59749,6,B
59750,6,B
59751,6,B
59752,6,B
59754,6,B
59755,6,B
59756,6,B
59758,6,B
59759,6,B
59760,6,B
59761,6,B
59762,6,B
59771,6,B
59772,6,B
59801,6,B
59802,6,B
59803,6,B
59804,6,B
59806,6,B
59807,6,B
59808,6,B
59812,6,B
59820,6,B
59821,6,B
59823,6,B
59824,6,B
59825,6,B
59826,6,B
59827,6,B
59828,6,B
59829,6,B
59830,6,B
59831,6,B
59832,6,B
59833,6,B
59834,6,B
59837,6,B
59840,6,B
59841,6,B
59842,6,B
59843,6,B
59844,6,B
59845,6,B
59846,6,B
59847,6,B
59848,6,B
59851,6,B
59853,6,B
59854,6,B
59855,6,B
59856,6,B
59858,6,B
59859,6,B
59860,6,B
59863,6,B
59864,6,B
59865,6,B
59866,6,B
59868,6,B
59870,6,B
59871,6,B
59872,6,B
59873,6,B
59874,6,B
59875,6,B
59901,6,B
59903,6,B
59904,6,B
59910,6,B
59911,6,B
59912,6,B
59913,6,B
59914,6,B
59915,6,B
59916,6,B
59917,6,B
59918,6,B
59919,6,B
59920,6,B
59922,6,B
59923,6,B
59925,6,B
59926,6,B
59927,6,B
59928,6,B
59929,6,B
59930,6,B
59931,6,B
59932,6,B
59933,6,B
59934,6,B
59935,6,B
59936,6,B
59937,6,B
60001,5,A
60002,5,A
60004,5,A
60005,5,A
60006,5,A
60007,5,A
60008,5,A
60009,5,A
60010,5,A
60011,5,A
60012,5,A
60013,5,A
60014,5,A
60015,5,A
60016,5,A
60017,5,A
60018,5,A
60019,5,A
60020,5,A
60021,5,A
60022,5,A
60025,5,A
60026,5,A
60029,5,A
60030,5,A
60031,5,A
60033,5,A
60034,5,A
60035,5,A
60037,5,A
60038,5,A
60039,5,A
60040,5,A
60041,5,A
60042,5,A
60043,5,A
60044,5,A
60045,5,A
60046,5,A
60047,5,A
60048,5,A
60050,5,A
60051,5,A
60053,5,A
60055,5,A
60056,5,A
60060,5,A
60061,5,A
60062,5,A
60064,5,A
60065,5,A
60067,5,A
60068,5,A
60069,5,A
60070,5,A
60071,5,A
60072,5,A
60073,5,A
60074,5,A
60075,5,A
60076,5,A
60077,5,A
60078,5,A
60079,5,A
60081,5,A
60082,5,A
60083,5,A
60084,5,A
60085,5,A
60087,5,A
60088,5,A
60089,5,A
60090,5,A
60091,5,A
60093,5,A
60094,5,A
60095,5,A
60096,5,A
60097,5,A
60098,5,A
60099,5,A
60101,5,A
60102,5,A
60103,5,A
60104,5,A
60105,5,A
60106,5,A
60107,5,A
60108,5,A
60109,5,A
60110,5,A
60111,5,A
60112,5,A
60113,5,A
60115,5,A
60116,5,A
60118,5,A
60119,5,A
60120,5,A
60121,5,A
60123,5,A
60124,5,A
60126,5,A
60128,5,A
60129,5,A
60130,5,A
60131,5,A
60132,5,A
60133,5,A
60134,5,A
60135,5,A
60136,5,A
60137,5,A
60138,5,A
60139,5,A
60140,5,A
60141,5,A
60142,5,A
60143,5,A
60144,5,A
60145,5,A
60146,5,A
60147,5,A
60148,5,A
60150,5,A
60151,5,A
60152,5,A
60153,5,A
60154,5,A
60155,5,A
60156,5,A
60157,5,A
60159,5,A
60160,5,A
60161,5,A
60162,5,A
60163,5,A
60164,5,A
60165,5,A
60168,5,A
60169,5,A
60170,5,A
60171,5,A
60172,5,A
60173,5,A
60174,5,A
60175,5,A
60176,5,A
60177,5,A
60178,5,A
60179,5,A
60180,5,A
60181,5,A
60183,5,A
60184,5,A
60185,5,A
60186,5,A
60187,5,A
60188,5,A
60189,5,A
60190,5,A
60191,5,A
60192,5,A
60193,5,A
60194,5,A
60195,5,A
60196,5,A
60197,5,A
60199,5,A
60201,5,A
60202,5,A
60203,5,A
60204,5,A
60208,5,A
60290,5,A
60301,5,A
60302,5,A
60303,5,A
60304,5,A
60305,5,A
60401,5,A
60402,5,A
60403,5,A
60404,5,A
60406,5,A
60407,5,A
60408,5,A
60409,5,A
60410,5,A
60411,5,A
60412,5,A
60415,5,A
60416,5,A
60417,5,A
60419,5,A
60420,5,A
60421,5,A
60422,5,A
60423,5,A
60424,5,A
60425,5,A
60426,5,A
60428,5,A
60429,5,A
60430,5,A
60431,5,A
60432,5,A
60433,5,A
60434,5,A
60435,5,A
60436,5,A
60437,5,A
60438,5,A
60439,5,A
60440,5,A
60441,5,A
60442,5,A
60443,5,A
60444,5,A
60445,5,A
60446,5,A
60447,5,A
60448,5,A
60449,5,A
60450,5,A
60451,5,A
60452,5,A
60453,5,A
60454,5,A
60455,5,A
60456,5,A
60457,5,A
60458,5,A
60459,5,A
60460,5,A
60461,5,A
60462,5,A
60463,5,A
60464,5,A
60465,5,A
60466,5,A
60467,5,A
60468,5,A
60469,5,A
60470,5,A
60471,5,A
60472,5,A
60473,5,A
60474,5,A
60475,5,A
60476,5,A
60477,5,A
60478,5,A
60479,5,A
60480,5,A
60481,5,A
60482,5,A
60484,5,A
60487,5,A
60490,5,A
60491,5,A
60499,5,A
60501,5,A
60502,5,A
60503,5,A
60504,5,A
60505,5,A
60506,5,A
60507,5,A
60510,5,A
60511,5,A
60512,5,A
