zipcode,number,letter
29907,3,A
29909,3,A
29910,3,A
29911,3,A
29912,3,A
29914,3,A
29915,3,A
29916,3,A
29918,3,A
29920,3,A
29921,3,A
29922,3,A
29923,3,A
29924,3,A
29925,3,A
29926,3,A
29927,3,A
29928,3,A
29929,3,A
29931,3,A
29932,3,A
29934,3,A
29935,3,A
29936,3,A
29938,3,A
29939,3,A
29940,3,A
29941,3,A
29943,3,A
29944,3,A
29945,3,A
30002,3,A
30003,3,A
30004,3,A
30005,3,A
30006,3,A
30007,3,A
30008,3,A
30009,3,A
30010,3,A
30011,3,A
30012,3,A
30013,3,A
30014,3,A
30015,3,A
30016,3,A
30017,3,A
30018,3,A
30019,3,A
30021,3,A
30022,3,A
30023,3,A
30024,3,A
30025,3,A
30026,3,A
30028,3,A
30029,3,A
30030,3,A
30031,3,A
30032,3,A
30033,3,A
30034,3,A
30035,3,A
30036,3,A
30037,3,A
30038,3,A
30039,3,A
30040,3,A
30041,3,A
30042,3,A
30043,3,A
30044,3,A
30045,3,A
30046,3,A
30047,3,A
30048,3,A
30049,3,A
30052,3,A
30054,3,A
30055,3,A
30056,3,A
30058,3,A
30060,3,A
30061,3,A
30062,3,A
30063,3,A
30064,3,A
30065,3,A
30066,3,A
30067,3,A
30068,3,A
30069,3,A
30070,3,A
30071,3,A
30072,3,A
30074,3,A
30075,3,A
30076,3,A
30077,3,A
30078,3,A
30079,3,A
30080,3,A
30081,3,A
30082,3,A
30083,3,A
30084,3,A
30085,3,A
30086,3,A
30087,3,A
30088,3,A
30090,3,A
30091,3,A
30092,3,A
30093,3,A
30094,3,A
30095,3,A
30096,3,A
30097,3,A
30098,3,A
30099,3,A
30101,3,A
30102,3,A
30103,3,A
30104,3,A
30105,4,A
30106,3,A
30107,3,A
30108,3,A
30109,3,A
30110,3,A
30111,3,A
30112,3,A
30113,3,A
30114,3,A
30115,3,A
30116,3,A
30117,3,A
30118,3,A
30119,3,A
30120,3,A
30121,3,A
30122,3,A
30123,3,A
30124,4,A
30125,3,A
30126,3,A
30127,3,A
30129,4,A
30132,3,A
30133,3,A
30134,3,A
30135,3,A
30137,3,A
30138,3,A
30139,4,A
30140,3,A
30141,3,A
30142,3,A
30143,4,A
30144,3,A
30145,3,A
30146,3,A
30147,4,A
30148,4,A
30149,4,A
30150,3,A
30151,3,A
30152,3,A
30153,3,A
30154,3,A
30156,3,A
30157,3,A
30160,3,A
30161,4,A
30162,4,A
30163,4,A
30164,4,A
30165,4,A
30168,3,A
30169,3,A
30170,3,A
30171,3,A
30172,4,A
30173,4,A
30175,4,A
30176,3,A
30177,4,A
30178,3,A
30179,3,A
30180,3,A
30182,3,A
30183,3,A
30184,3,A
30185,3,A
30187,3,A
30188,3,A
30189,3,A
30204,3,A
30205,3,A
30206,3,A
30212,3,A
30213,3,A
30214,3,A
30215,3,A
30216,3,A
30217,3,A
30218,3,A
30220,3,A
30222,3,A
30223,3,A
30224,3,A
30228,3,A
30229,3,A
30230,3,A
30233,3,A
30234,3,A
30236,3,A
30237,3,A
30238,3,A
30240,3,A
30241,3,A
30248,3,A
30250,3,A
30251,3,A
30252,3,A
30253,3,A
30256,3,A
30257,3,A
30258,3,A
30259,3,A
30260,3,A
30261,3,A
30263,3,A
30264,3,A
30265,3,A
30266,3,A
30268,3,A
30269,3,A
30271,3,A
30272,3,A
30273,3,A
30274,3,A
30275,3,A
30276,3,A
30277,3,A
30281,3,A
30284,3,A
30285,3,A
30286,3,A
30287,3,A
30288,3,A
30289,3,A
30290,3,A
30291,3,A
30292,3,A
30293,3,A
30294,3,A
30295,3,A
30296,3,A
30297,3,A
30298,3,A
30301,3,A
30302,3,A
30303,3,A
30304,3,A
30305,3,A
30306,3,A
30307,3,A
30308,3,A
30309,3,A
30310,3,A
30311,3,A
30312,3,A
30313,3,A
30314,3,A
30315,3,A
30316,3,A
30317,3,A
30318,3,A
30319,3,A
30320,3,A
30321,3,A
30322,3,A
30324,3,A
30325,3,A
30326,3,A
30327,3,A
30328,3,A
30329,3,A
30331,3,A
30332,3,A
30333,3,A
30334,3,A
30336,3,A
30337,3,A
30338,3,A
30339,3,A
30340,3,A
30341,3,A
30342,3,A
30343,3,A
30344,3,A
30345,3,A
30346,3,A
30348,3,A
30349,3,A
30350,3,A
30354,3,A
30355,3,A
30356,3,A
30357,3,A
30358,3,A
30359,3,A
30360,3,A
30361,3,A
30362,3,A
30363,3,A
30364,3,A
30366,3,A
30368,3,A
30371,3,A
30375,3,A
30377,3,A
30380,3,A
30392,3,A
30396,3,A
30401,3,A
30410,3,A
30411,3,A
30412,3,A
30413,3,A
30414,2,A
30415,3,A
30417,2,A
30420,2,A
30421,2,A
30423,2,A
30424,3,A
30425,3,A
30426,3,A
30427,2,A
30428,3,A
30429,2,A
30434,3,A
30436,2,A
30439,3,A
30441,3,A
30442,3,A
30445,3,A
30446,3,A
30448,3,A
30449,3,A
30450,3,A
30451,3,A
30452,3,A
30453,2,A
30454,3,A
30455,3,A
30456,3,A
30457,3,A
30458,3,A
30459,3,A
30460,3,A
30461,3,A
30464,3,A
30467,3,A
30470,3,A
30471,3,A
30473,3,A
30474,2,A
30475,2,A
30477,3,A
30501,4,A
30502,4,A
30503,4,A
30504,4,A
30506,4,A
30507,4,A
30510,4,A
30511,4,A
30512,4,A
30513,4,A
30514,4,A
30515,3,A
30516,3,A
30517,3,A
30518,3,A
30519,3,A
30520,4,A
30521,4,A
30522,4,A
30523,4,A
30525,4,A
30527,4,A
30528,4,A
30529,3,A
30530,4,A
30531,4,A
30533,4,A
30534,4,A
30535,4,A
30536,4,A
30537,4,A
30538,4,A
30539,4,A
30540,4,A
30541,4,A
30542,4,A
30543,4,A
30545,4,A
30546,4,A
30547,4,A
30548,3,A
30549,3,A
30552,4,A
30553,4,A
30554,4,A
30555,4,A
30557,4,A
30558,4,A
30559,4,A
30560,4,A
30562,4,A
30563,4,A
30564,4,A
30565,3,A
30566,4,A
30567,3,A
30568,4,A
30571,4,A
30572,4,A
30573,4,A
30575,3,A
30576,4,A
30577,4,A
30580,4,A
30581,4,A
30582,4,A
30597,4,A
30598,4,A
30601,3,A
30602,3,A
30603,3,A
30604,3,A
30605,3,A
30606,3,A
30607,3,A
30608,3,A
30612,3,A
30619,3,A
30620,3,A
30621,3,A
30622,3,A
30623,3,A
30624,3,A
30625,3,A
30627,3,A
30628,3,A
30629,3,A
30630,3,A
30631,3,A
30633,3,A
30634,3,A
30635,3,A
30638,3,A
30639,4,A
30641,3,A
30642,3,A
30643,3,A
30645,3,A
30646,3,A
30647,3,A
30648,3,A
30650,3,A
30655,3,A
30656,3,A
30660,3,A
30662,4,A
30663,3,A
30664,3,A
30665,3,A
30666,3,A
30667,3,A
30668,3,A
30669,3,A
30671,3,A
30673,3,A
30677,3,A
30678,3,A
30680,3,A
30683,3,A
30701,4,A
30703,4,A
30705,4,A
30707,4,A
30708,4,A
30710,4,A
30711,4,A
30719,4,A
30720,4,A
30721,4,A
30722,4,A
30724,4,A
30725,4,A
30726,4,A
30728,4,A
30730,4,A
30731,4,A
30732,4,A
30733,4,A
30734,4,A
30735,4,A
30736,4,A
30738,4,A
30739,4,A
30740,4,A
30741,4,A
30742,4,A
30746,4,A
30747,4,A
30750,4,A
30751,4,A
30752,4,A
30753,4,A
30755,4,A
30756,4,A
30757,4,A
30802,3,A
30803,3,A
30805,3,A
30806,3,A
30807,3,A
30808,3,A
30809,3,A
30810,3,A
30812,3,A
30813,3,A
30814,3,A
30815,3,A
30816,3,A
30817,3,A
30818,3,A
30820,3,A
30821,3,A
30822,3,A
30823,3,A
30824,3,A
30828,3,A
30830,3,A
30833,3,A
30901,3,A
30903,3,A
30904,3,A
30905,3,A
30906,3,A
30907,3,A
30909,3,A
30912,3,A
30914,3,A
30916,3,A
30917,3,A
30919,3,A
31001,3,A
31002,3,A
31003,3,A
31004,3,A
31005,3,A
31006,3,A
31007,3,A
31008,3,A
31009,3,A
31010,3,A
31011,3,A
31012,3,A
31013,3,A
31014,3,A
31015,3,A
31016,3,A
31017,3,A
31018,3,A
31019,3,A
31020,3,A
31021,3,A
31022,3,A
31023,3,A
31024,3,A
31025,3,A
31027,3,A
31028,3,A
31029,3,A
31030,3,A
31031,3,A
31032,3,A
31033,3,A
31034,3,A
31035,3,A
31036,3,A
31037,3,A
31038,3,A
31039,3,A
31040,3,A
31041,3,A
31042,3,A
31044,3,A
31045,3,A
31046,3,A
31047,3,A
31049,3,A
31050,3,A
31051,3,A
31052,3,A
31054,3,A
31055,3,A
31057,3,A
31058,3,A
31059,3,A
31060,3,A
31061,3,A
31062,3,A
31063,3,A
31064,3,A
31065,3,A
31066,3,A
31067,3,A
31068,3,A
31069,3,A
31070,3,A
31071,3,A
31072,3,A
31075,3,A
31076,3,A
31077,3,A
31078,3,A
31079,3,A
31081,3,A
31082,3,A
31083,3,A
31085,3,A
31086,3,A
31087,3,A
31088,3,A
31089,3,A
31090,3,A
31091,3,A
31092,3,A
31093,3,A
31094,3,A
31095,3,A
31096,3,A
31097,3,A
31098,3,A
31099,3,A
31106,3,A
31107,3,A
31119,3,A
31126,3,A
31131,3,A
31139,3,A
31141,3,A
31145,3,A
31146,3,A
31150,3,A
31156,3,A
31169,3,A
31201,3,A
31202,3,A
31203,3,A
31204,3,A
31205,3,A
31206,3,A
31207,3,A
31208,3,A
31209,3,A
31210,3,A
31211,3,A
31213,3,A
31216,3,A
31217,3,A
31220,3,A
31221,3,A
31295,3,A
31296,3,A
31297,3,A
31301,2,A
31302,2,A
31303,2,A
31304,2,A
31305,2,A
31307,2,A
31308,2,A
31309,2,A
31310,2,A
31312,2,A
31313,2,A
31314,2,A
31315,2,A
31316,2,A
31318,2,A
31319,2,A
31320,2,A
31321,2,A
31322,2,A
31323,2,A
31324,2,A
31326,2,A
31328,2,A
31329,2,A
31331,2,A
31333,2,A
31401,2,A
31402,2,A
31403,2,A
31404,2,A
31405,2,A
31406,2,A
31407,2,A
31408,2,A
31409,2,A
31410,2,A
31411,2,A
31412,2,A
31414,2,A
31415,2,A
31416,2,A
31418,2,A
31419,2,A
31420,2,A
31421,2,A
31501,2,A
31502,2,A
31503,2,A
31510,2,A
31512,3,A
31513,2,A
31515,2,A
31516,2,A
31518,2,A
31519,3,A
31520,2,A
31521,2,A
31522,2,A
31523,2,A
31524,2,A
31525,2,A
31527,2,A
31532,2,A
31533,3,A
31534,3,A
31535,3,A
31537,2,A
31539,2,A
31542,2,A
31543,2,A
31544,3,A
31545,2,A
31546,2,A
31547,2,A
31548,2,A
31549,3,A
31550,2,A
31551,2,A
31552,2,A
31553,2,A
31554,3,A
31555,2,A
31556,2,A
31557,2,A
31558,2,A
31560,2,A
31561,2,A
31562,2,A
31563,2,A
31565,2,A
31566,2,A
31567,3,A
31568,2,A
31569,2,A
31598,2,A
31601,2,A
31602,2,A
31603,2,A
31604,2,A
31605,2,A
31606,2,A
31620,2,A
31622,2,A
31623,2,A
31624,2,A
31625,2,A
31626,2,A
31627,2,A
31629,2,A
31630,2,A
31631,2,A
31632,2,A
31634,2,A
31635,2,A
31636,2,A
31637,2,A
31638,2,A
31639,2,A
31641,2,A
31642,2,A
31643,2,A
31645,2,A
31647,2,A
31648,2,A
31649,2,A
31650,2,A
31698,2,A
31699,2,A
31701,3,A
31702,3,A
31703,3,A
31704,3,A
31705,3,A
31706,3,A
31707,3,A
31708,3,A
31709,3,A
31711,3,A
31712,3,A
31714,3,A
31716,2,A
31719,3,A
31720,2,A
31721,3,A
31722,2,A
31727,3,A
31730,2,A
31733,3,A
31735,3,A
31738,2,A
31743,3,A
31744,2,A
31747,2,A
31749,2,A
31750,3,A
31753,2,A
31756,2,A
31757,2,A
31758,2,A
31760,3,A
31763,3,A
31764,3,A
31765,2,A
31768,2,A
31769,3,A
31771,2,A
31772,3,A
31773,2,A
31774,3,A
31775,3,A
31776,2,A
31778,2,A
31779,2,A
31780,3,A
31781,3,A
31783,3,A
31784,2,A
31787,3,A
31788,2,A
31789,3,A
31790,3,A
31791,3,A
31792,2,A
31793,3,A
31794,3,A
31795,3,A
31796,3,A
31798,3,A
31799,2,A
31801,3,A
31803,3,A
31804,3,A
31805,3,A
31806,3,A
31807,3,A
31808,3,A
31810,3,A
31811,3,A
31812,3,A
31815,3,A
31816,3,A
31820,3,A
31821,3,A
31822,3,A
31823,3,A
31824,3,A
31825,3,A
31826,3,A
31827,3,A
31829,3,A
31830,3,A
31831,3,A
31832,3,A
31833,3,A
31836,3,A
31901,3,A
31902,3,A
31903,3,A
31904,3,A
31905,3,A
31906,3,A
31907,3,A
31908,3,A
31909,3,A
31914,3,A
31917,3,A
31993,3,A
31995,3,A
31999,3,A
32003,2,A
32004,2,A
32006,2,A
32007,2,A
32008,2,A
32009,2,A
32011,2,A
32013,2,A
32024,2,A
32025,2,A
32026,2,A
32033,2,A
32034,2,A
32035,2,A
32038,2,A
32040,2,A
32041,2,A
32042,2,A
32043,2,A
32044,2,A
32046,2,A
32050,2,A
32052,2,A
32053,2,A
32054,2,A
32055,2,A
32056,2,A
32058,2,A
32059,2,A
32060,2,A
32061,2,A
32062,2,A
32063,2,A
32064,2,A
32065,2,A
32066,2,A
32067,2,A
32068,2,A
32071,2,A
32072,2,A
32073,2,A
32079,2,A
32080,2,A
32081,2,A
32082,2,A
32083,2,A
32084,2,A
32085,2,A
32086,2,A
32087,2,A
32091,2,A
32092,2,A
32094,2,A
32095,2,A
32096,2,A
32097,2,A
32099,2,A
32102,2,A
32105,2,A
32110,2,A
32111,2,A
32112,2,A
32113,2,A
32114,2,A
32115,2,A
32116,2,A
32117,2,A
32118,2,A
32119,2,A
32120,2,A
32121,2,A
32122,2,A
32123,2,A
32124,2,A
32125,2,A
32126,2,A
32127,2,A
32128,2,A
32129,2,A
32130,2,A
32131,2,A
32132,2,A
32133,2,A
32134,2,A
32135,2,A
32136,2,A
32137,2,A
32138,2,A
32139,2,A
32140,2,A
32141,2,A
32145,2,A
32147,2,A
32148,2,A
32157,2,A
32158,2,A
32159,2,A
32160,2,A
32162,2,A
32163,2,A
32164,2,A
32168,2,A
32169,2,A
32170,2,A
32173,2,A
32174,2,A
32175,2,A
32176,2,A
32177,2,A
32178,2,A
32179,2,A
32180,2,A
32181,2,A
32182,2,A
32183,2,A
32185,2,A
32187,2,A
32189,2,A
32190,2,A
32192,2,A
32193,2,A
32195,2,A
32201,2,A
32202,2,A
32203,2,A
32204,2,A
32205,2,A
32206,2,A
32207,2,A
32208,2,A
32209,2,A
32210,2,A
32211,2,A
32212,2,A
32214,2,A
32216,2,A
32217,2,A
32218,2,A
32219,2,A
32220,2,A
32221,2,A
32222,2,A
32223,2,A
32224,2,A
32225,2,A
32226,2,A
32227,2,A
32228,2,A
32229,2,A
32231,2,A
32233,2,A
32234,2,A
32235,2,A
32236,2,A
32237,2,A
32238,2,A
32239,2,A
32240,2,A
32241,2,A
32244,2,A
32245,2,A
32246,2,A
32247,2,A
32250,2,A
32254,2,A
32255,2,A
32256,2,A
32257,2,A
32258,2,A
32259,2,A
32260,2,A
32266,2,A
32277,2,A
32301,2,A
32302,2,A
32303,2,A
32304,2,A
32305,2,A
32306,2,A
32307,2,A
32308,2,A
32309,2,A
32310,2,A
32311,2,A
32312,2,A
32313,2,A
32314,2,A
32315,2,A
32316,2,A
32317,2,A
32318,2,A
32320,2,A
32321,2,A
32322,2,A
32323,2,A
32324,2,A
32326,2,A
32327,2,A
32328,2,A
32329,2,A
32330,2,A
32331,2,A
32332,2,A
32333,2,A
32334,2,A
32335,2,A
32336,2,A
32337,2,A
32340,2,A
32341,2,A
32343,2,A
32344,2,A
32345,2,A
32346,2,A
32347,2,A
32348,2,A
32350,2,A
32351,2,A
32352,2,A
32353,2,A
32355,2,A
32356,2,A
32357,2,A
32358,2,A
32359,2,A
32360,2,A
32361,2,A
32362,2,A
32399,2,A
32401,2,A
32402,2,A
32403,2,A
32404,2,A
32405,2,A
32406,2,A
32407,2,A
32408,2,A
32409,2,A
32410,2,A
32411,2,A
32412,2,A
32413,2,A
32417,2,A
32420,2,A
32421,2,A
32422,2,A
32423,2,A
32424,2,A
32425,2,A
32426,2,A
32427,2,A
32428,2,A
32430,2,A
32431,2,A
32433,2,A
32434,2,A
32435,2,A
32437,2,A
32438,2,A
32439,2,A
32440,2,A
32442,2,A
32443,2,A
32444,2,A
32445,2,A
32446,2,A
32447,2,A
32448,2,A
32449,2,A
32452,2,A
32455,2,A
32456,2,A
32457,2,A
32459,2,A
32460,2,A
32461,2,A
32462,2,A
32463,2,A
32464,2,A
32465,2,A
32466,2,A
32501,2,A
32502,2,A
32503,2,A
32504,2,A
32505,2,A
32506,2,A
32507,2,A
32508,2,A
32509,2,A
32511,2,A
32512,2,A
32513,2,A
32514,2,A
32516,2,A
32520,2,A
32521,2,A
32522,2,A
32523,2,A
32524,2,A
32526,2,A
32530,2,A
32531,2,A
32533,2,A
32534,2,A
32535,2,A
32536,2,A
32537,2,A
32538,2,A
32539,2,A
32540,2,A
32541,2,A
32542,2,A
32544,2,A
32547,2,A
32548,2,A
32549,2,A
32550,2,A
32560,2,A
32561,2,A
32562,2,A
32563,2,A
32564,2,A
32565,2,A
32566,2,A
32567,2,A
32568,2,A
32569,2,A
32570,2,A
32571,2,A
32572,2,A
32577,2,A
32578,2,A
32579,2,A
32580,2,A
32583,2,A
32588,2,A
32591,2,A
32601,2,A
32602,2,A
32603,2,A
32604,2,A
32605,2,A
32606,2,A
32607,2,A
32608,2,A
32609,2,A
32610,2,A
32611,2,A
32614,2,A
32615,2,A
32616,2,A
32617,2,A
32618,2,A
32619,2,A
32621,2,A
32622,2,A
32625,2,A
32626,2,A
32627,2,A
32628,2,A
32631,2,A
32633,2,A
32634,2,A
32635,2,A
32639,2,A
32640,2,A
32641,2,A
32643,2,A
32644,2,A
32648,2,A
32653,2,A
32654,2,A
32655,2,A
32656,2,A
32658,2,A
32663,2,A
32664,2,A
32666,2,A
32667,2,A
32668,2,A
32669,2,A
32680,2,A
32681,2,A
32683,2,A
32686,2,A
32692,2,A
32693,2,A
32694,2,A
32696,2,A
32697,2,A
32701,2,A
32702,2,A
32703,2,A
32704,2,A
32706,2,A
32707,2,A
32708,2,A
32709,2,A
32710,2,A
32712,2,A
32713,2,A
32714,2,A
32715,2,A
32716,2,A
32718,2,A
32719,2,A
32720,2,A
32721,2,A
32722,2,A
32723,2,A
32724,2,A
32725,2,A
32726,2,A
32727,2,A
32728,2,A
32730,2,A
32732,2,A
32733,2,A
32735,2,A
32736,2,A
32738,2,A
32739,2,A
32744,2,A
32745,2,A
32746,2,A
32747,2,A
32750,2,A
32751,2,A
32752,2,A
32753,2,A
32754,2,A
32756,2,A
32757,2,A
32759,2,A
32762,2,A
32763,2,A
32764,2,A
32765,2,A
32766,2,A
32767,2,A
32768,2,A
32771,2,A
32772,2,A
32773,2,A
32774,2,A
32775,2,A
32776,2,A
32777,2,A
32778,2,A
32779,2,A
32780,2,A
32781,2,A
32783,2,A
32784,2,A
32789,2,A
32790,2,A
32791,2,A
32792,2,A
32793,2,A
32794,2,A
32795,2,A
32796,2,A
32798,2,A
32799,2,A
32801,2,A
32802,2,A
32803,2,A
32804,2,A
32805,2,A
32806,2,A
32807,2,A
32808,2,A
32809,2,A
32810,2,A
32811,2,A
32812,2,A
32814,2,A
32815,2,A
32816,2,A
32817,2,A
32818,2,A
32819,2,A
32820,2,A
32821,2,A
32822,2,A
32824,2,A
32825,2,A
32826,2,A
32827,2,A
32828,2,A
32829,2,A
32830,2,A
32831,2,A
32832,2,A
32833,2,A
32834,2,A
32835,2,A
32836,2,A
32837,2,A
32839,2,A
32853,2,A
32854,2,A
32855,2,A
32856,2,A
32857,2,A
32858,2,A
32859,2,A
32860,2,A
32861,2,A
32862,2,A
32867,2,A
32868,2,A
32869,2,A
32872,2,A
32877,2,A
32878,2,A
32885,2,A
32887,2,A
32897,2,A
32899,2,A
32901,2,A
32902,2,A
32903,2,A
32904,2,A
32905,2,A
32906,2,A
32907,2,A
32908,2,A
32909,2,A
32910,2,A
32911,2,A
32912,2,A
32919,2,A
32920,2,A
32922,2,A
32923,2,A
32924,2,A
32925,2,A
32926,2,A
32927,2,A
32931,2,A
32932,2,A
32934,2,A
32935,2,A
32936,2,A
32937,2,A
32940,2,A
32941,2,A
32948,2,A
32949,2,A
32950,2,A
32951,2,A
32952,2,A
32953,2,A
32954,2,A
32955,2,A
32956,2,A
32957,2,A
32958,2,A
32959,2,A
32960,2,A
32961,2,A
32962,2,A
32963,2,A
32964,2,A
32965,2,A
32966,2,A
32967,2,A
32968,2,A
32969,2,A
32970,2,A
32971,2,A
32976,2,A
32978,2,A
33001,1,A
33002,1,A
33004,1,A
33008,1,A
33009,1,A
33010,1,A
33011,1,A
33012,1,A
33013,1,A
33014,1,A
33015,1,A
33016,1,A
33017,1,A
33018,1,A
33019,1,A
33020,1,A
33021,1,A
33022,1,A
33023,1,A
33024,1,A
33025,1,A
33026,1,A
33027,1,A
33028,1,A
33029,1,A
33030,1,A
33031,1,A
33032,1,A
33033,1,A
33034,1,A
33035,1,A
33036,1,A
33037,1,A
33039,1,A
33040,1,A
33041,1,A
33042,1,A
33043,1,A
33045,1,A
33050,1,A
33051,1,A
33052,1,A
33054,1,A
33055,1,A
33056,1,A
33060,1,A
33061,1,A
33062,1,A
33063,1,A
33064,1,A
33065,1,A
33066,1,A
33067,1,A
33068,1,A
33069,1,A
33070,1,A
33071,1,A
33072,1,A
33073,1,A
33074,1,A
33075,1,A
33076,1,A
33077,1,A
33081,1,A
33082,1,A
33083,1,A
33084,1,A
33090,1,A
33092,1,A
33093,1,A
33097,1,A
33101,1,A
33102,1,A
33106,1,A
33109,1,A
33111,1,A
33112,1,A
33114,1,A
33116,1,A
33119,1,A
33122,1,A
33124,1,A
33125,1,A
33126,1,A
33127,1,A
33128,1,A
33129,1,A
33130,1,A
33131,1,A
33132,1,A
33133,1,A
33134,1,A
33135,1,A
33136,1,A
33137,1,A
33138,1,A
33139,1,A
33140,1,A
33141,1,A
33142,1,A
33143,1,A
33144,1,A
33145,1,A
33146,1,A
33147,1,A
33149,1,A
33150,1,A
33151,1,A
33152,1,A
33153,1,A
33154,1,A
33155,1,A
33156,1,A
33157,1,A
33158,1,A
33159,1,A
33160,1,A
33161,1,A
33162,1,A
33163,1,A
33164,1,A
33165,1,A
33166,1,A
33167,1,A
33168,1,A
33169,1,A
33170,1,A
33172,1,A
33173,1,A
33174,1,A
33175,1,A
33176,1,A
33177,1,A
33178,1,A
33179,1,A
33180,1,A
33181,1,A
33182,1,A
33183,1,A
33184,1,A
33185,1,A
33186,1,A
33187,1,A
33188,1,A
33189,1,A
33190,1,A
33193,1,A
33194,1,A
33196,1,A
33197,1,A
33199,1,A
33206,1,A
33222,1,A
33231,1,A
33233,1,A
33234,1,A
33238,1,A
33239,1,A
33243,1,A
33245,1,A
33247,1,A
33255,1,A
33256,1,A
33257,1,A
33261,1,A
33265,1,A
33266,1,A
33269,1,A
33280,1,A
33283,1,A
33296,1,A
33299,1,A
33301,1,A
33302,1,A
33303,1,A
33304,1,A
33305,1,A
33306,1,A
33307,1,A
33308,1,A
33309,1,A
33310,1,A
33311,1,A
33312,1,A
33313,1,A
33314,1,A
33315,1,A
33316,1,A
33317,1,A
33318,1,A
33319,1,A
33320,1,A
33321,1,A
33322,1,A
33323,1,A
33324,1,A
33325,1,A
33326,1,A
33327,1,A
33328,1,A
33329,1,A
33330,1,A
33331,1,A
33332,1,A
33334,1,A
33335,1,A
33336,1,A
33337,1,A
33338,1,A
33339,1,A
33345,1,A
33346,1,A
33348,1,A
33351,1,A
33355,1,A
33359,1,A
33388,1,A
33394,1,A
33401,2,A
33402,2,A
33403,2,A
33404,2,A
33405,2,A
33406,2,A
33407,2,A
33408,2,A
33409,2,A
33410,2,A
33411,2,A
33412,2,A
33413,2,A
33414,2,A
33415,2,A
33416,2,A
33417,2,A
33418,2,A
33419,2,A
33420,2,A
33421,2,A
33422,2,A
33424,2,A
33425,2,A
33426,2,A
33427,2,A
33428,2,A
33429,2,A
33430,2,A
33431,2,A
33432,2,A
33433,2,A
33434,2,A
33435,2,A
33436,2,A
33437,2,A
33438,2,A
33440,2,A
33441,1,A
33442,1,A
33443,1,A
33444,2,A
33445,2,A
33446,2,A
33448,2,A
33449,2,A
33454,2,A
33455,2,A
33458,2,A
33459,2,A
33460,2,A
33461,2,A
33462,2,A
33463,2,A
33464,2,A
33465,2,A
33466,2,A
33467,2,A
33468,2,A
33469,2,A
33470,2,A
33471,2,A
33472,2,A
33473,2,A
33474,2,A
33475,2,A
33476,2,A
33477,2,A
33478,2,A
33480,2,A
33481,2,A
33482,2,A
33483,2,A
33484,2,A
33486,2,A
33487,2,A
33488,2,A
33493,2,A
33496,2,A
33497,2,A
33498,2,A
33499,2,A
33503,2,A
33508,2,A
33509,2,A
33510,2,A
33511,2,A
33513,2,A
33514,2,A
33521,2,A
33523,2,A
33524,2,A
33525,2,A
33526,2,A
33527,2,A
33530,2,A
33534,2,A
33537,2,A
33538,2,A
33539,2,A
33540,2,A
33541,2,A
33542,2,A
33543,2,A
33544,2,A
33545,2,A
33547,2,A
33548,2,A
33549,2,A
33550,2,A
33556,2,A
33558,2,A
33559,2,A
33563,2,A
33564,2,A
33565,2,A
33566,2,A
33567,2,A
33568,2,A
33569,2,A
33570,2,A
33571,2,A
33572,2,A
33573,2,A
33574,2,A
33575,2,A
33576,2,A
33578,2,A
33579,2,A
33583,2,A
33584,2,A
33585,2,A
33586,2,A
33587,2,A
33592,2,A
33593,2,A
33594,2,A
33595,2,A
33596,2,A
33597,2,A
33598,2,A
33601,2,A
33602,2,A
33603,2,A
33604,2,A
33605,2,A
33606,2,A
33607,2,A
33608,2,A
33609,2,A
33610,2,A
33611,2,A
33612,2,A
33613,2,A
33614,2,A
33615,2,A
33616,2,A
33617,2,A
33618,2,A
33619,2,A
33620,2,A
33621,2,A
33622,2,A
33623,2,A
33624,2,A
33625,2,A
33626,2,A
33629,2,A
33630,2,A
33631,2,A
33633,2,A
33634,2,A
33635,2,A
33637,2,A
33646,2,A
33647,2,A
33655,2,A
33660,2,A
33661,2,A
33672,2,A
33673,2,A
33674,2,A
33675,2,A
33677,2,A
33679,2,A
33680,2,A
33681,2,A
33682,2,A
33684,2,A
33685,2,A
33686,2,A
33687,2,A
33688,2,A
33689,2,A
33694,2,A
33701,2,A
33702,2,A
33703,2,A
33704,2,A
33705,2,A
33706,2,A
33707,2,A
33708,2,A
33709,2,A
33710,2,A
33711,2,A
33712,2,A
33713,2,A
33714,2,A
33715,2,A
33716,2,A
33729,2,A
33731,2,A
33732,2,A
33733,2,A
33734,2,A
33736,2,A
33737,2,A
33738,2,A
33741,2,A
33742,2,A
33743,2,A
33744,2,A
33747,2,A
33755,2,A
33756,2,A
33757,2,A
33758,2,A
33759,2,A
33760,2,A
33761,2,A
33762,2,A
33763,2,A
33764,2,A
33765,2,A
33766,2,A
33767,2,A
33769,2,A
33770,2,A
33771,2,A
33772,2,A
33773,2,A
33774,2,A
33775,2,A
33776,2,A
33777,2,A
33778,2,A
33779,2,A
33780,2,A
33781,2,A
33782,2,A
33784,2,A
33785,2,A
33786,2,A
33801,2,A
33802,2,A
33803,2,A
33804,2,A
33805,2,A
33806,2,A
33807,2,A
33809,2,A
33810,2,A
33811,2,A
33812,2,A
33813,2,A
33815,2,A
33820,2,A
33823,2,A
33825,2,A
33826,2,A
33827,2,A
33830,2,A
33831,2,A
33834,2,A
33835,2,A
33836,2,A
33837,2,A
33838,2,A
33839,2,A
33840,2,A
33841,2,A
33843,2,A
33844,2,A
33845,2,A
33846,2,A
33847,2,A
33848,2,A
33849,2,A
33850,2,A
33851,2,A
33852,2,A
33853,2,A
