Zip (int),Station
83116,USA_WY_Evanston-Uinta.County.AP-Burns.Field.725775_TMY3
54464,USA_MI_Rhinelander-Oneida.County.AP.727415_TMY3
84739,USA_UT_Delta.Muni.AP.724795_TMY3
46033,USA_IN_Indianapolis.Intl.AP.724380_TMY3
86321,USA_AZ_Prescott-Love.Field.723723_TMY3
51449,USA_IA_Carroll.Muni.AP.725468_TMY3
79084,USA_TX_Dalhart.Muni.AP.722636_TMY3
53981,USA_WI_Lone.Rock.AP.726416_TMY3
80502,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3
85296,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3
97056,USA_OR_Portland-Hillsboro.AP.726986_TMY3
93383,USA_CA_Bakersfield-Meadows.Field.723840_TMY3
99021,USA_WA_Spokane-Felts.Field.727856_TMY3
93536,USA_CA_Lancaster-Gen.Wm.Fox.Field.723816_TMY3
89116,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3
78839,USA_TX_Cotulla.AP.722526_TMY3
94570,USA_CA_Livermore.Muni.AP.724927_TMY3
91710,USA_CA_Chino.AP.722899_TMY3
14880,USA_PA_Bradford.Rgnl.AP.725266_TMY3
92068,USA_CA_San.Diego-Miramar.NAS.722930_TMY3
23223,USA_VA_Richmond.Intl.AP.724010_TMY3
76209,USA_TX_Fort.Worth-Alliance.AP.722594_TMY3
26555,USA_WV_Clarksburg-Harrison.Marion.Rgnl.AP.724175_TMY3
45174,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
45267,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
36562,USA_AL_Mobile-Downtown.AP.722235_TMY3
17509,USA_PA_Lancaster.AP.725116_TMY3
38041,USA_TN_Dyersburg.Muni.AP.723347_TMY3
6493,USA_CT_New.Haven-Tweed.AP.725045_TMY3
10126,USA_NY_New.York-Central.Park.725033_TMY3
61112,USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3
10629,USA_NY_White.Plains-Westchester.County.AP.725037_TMY3
61533,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3
12234,USA_NY_Albany.County.AP.725180_TMY3
15270,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
20788,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
21035,USA_MD_Andrews.AFB.745940_TMY3
80516,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3
21154,USA_PA_Lancaster.AP.725116_TMY3
1609,USA_MA_Worcester.Rgnl.AP.725095_TMY3
24348,USA_VA_Marion-Wytheville-Mountain.Empire.AP.724056_TMY3
65046,USA_MO_Columbia.Rgnl.AP.724450_TMY3
77257,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3
69153,USA_NE_Imperial.Muni.AP.725626_TMY3
58849,USA_ND_Williston-Sloulin.Field.Intl.AP.727670_TMY3
15676,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
15549,USA_PA_Johnstown-Cambria.County.AP.725127_TMY3
31206,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3
27031,USA_VA_Hillsville-Twin.County.AP.724107_TMY3
32579,USA_FL_Valparaiso-Elgin.AFB.722210_TMY3
7842,USA_NJ_Caldwell-Essex.County.AP.724094_TMY3
43964,USA_WV_Wheeling-Ohio.County.AP.724275_TMY3
11976,USA_NY_Westhampton-Suffolk.County.AP.744865_TMY3
29222,USA_SC_Columbia.Metro.AP.723100_TMY3
49261,USA_MI_Jackson-Reynolds.Field.725395_TMY3
14877,USA_NY_Elmira.Rgnl.AP.725156_TMY3
15367,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
4761,USA_ME_Houlton.Intl.AP.727033_TMY3
16724,USA_PA_Bradford.Rgnl.AP.725266_TMY3
43109,USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3
44432,USA_PA_Pittsburgh.Intl.AP.725200_TMY3
20763,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3
40351,USA_KY_Jackson-Julian.Carroll.AP.724236_TMY3
3302,USA_NH_Concord.Muni.AP.726050_TMY3
44820,USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3
4430,USA_ME_Millinocket.Muni.AP.726196_TMY3
30625,USA_GA_Athens-Ben.Epps.AP.723110_TMY3
7206,USA_NJ_Newark.Intl.AP.725020_TMY3
32548,USA_FL_Fort.Walton.Beach-Hurlburt.Field.747770_TMY3
33084,USA_FL_Fort.Lauderdale.Executive.AP.722039_TMY3
11520,USA_NY_Republic.AP.744864_TMY3
29647,USA_SC_Anderson.County.AP.723125_TMY3
31630,USA_GA_Valdosta-Moody.AFB.747810_TMY3
18460,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3
83725,USA_ID_Boise.Air.Terminal.726810_TMY3
76870,USA_TX_Killeen-Fort.Hood.Rgnl.AP.722576_TMY3
75457,USA_TX_Cox.Field.722587_TMY3
3241,USA_NH_Laconia.Muni.AWOS.726155_TMY3
94119,USA_CA_San.Francisco.Intl.AP.724940_TMY3
4276,USA_NH_Berlin.Muni.AP.726160_TMY3
4481,USA_ME_Millinocket.Muni.AP.726196_TMY3
20850,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
78943,USA_TX_Victoria.Rgnl.AP.722550_TMY3
77346,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3
91784,USA_CA_Chino.AP.722899_TMY3
81230,USA_CO_Gunnison.County.AWOS.724677_TMY3
64062,USA_MO_Kansas.City.Intl.AP.724460_TMY3
65652,USA_MO_Springfield.Rgnl.AP.724400_TMY3
84170,USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3
57325,USA_SD_Mitchell.AWOS.726545_TMY3
88353,USA_NM_Las.Vegas-Muni.AP.723677_TMY3
68863,USA_NE_Holdrege-Brewster.Field.725628_TMY3
90411,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3
60109,USA_IL_Du.Page.AP.725305_TMY3
93755,USA_CA_Fresno.Air.Terminal.723890_TMY3
55676,USA_MN_Crane.Lake.AWOS.727473_TMY3
92673,USA_CA_Camp.Pendleton.MCAS.722926_TMY3
78115,USA_TX_Randolph.AFB.722536_TMY3
78636,USA_TX_Austin-Camp.Mabry.722544_TMY3
78632,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3
78870,USA_TX_Hondo.Muni.AP.722533_TMY3
80027,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3
65685,USA_MO_Springfield.Rgnl.AP.724400_TMY3
24945,USA_VA_Blacksburg-Virginia.Tech.AP.724113_TMY3
63023,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3
80461,USA_CO_Leadville-Lake.County.AP.724673_TMY3
28679,USA_VA_Abingdon-Virgina.Highlands.AP.724058_TMY3
57568,USA_SD_Pierre.Muni.AP.726686_TMY3
92605,USA_CA_Santa.Ana-John.Wayne.AP.722977_TMY3
66286,USA_KS_Olathe-Johnson.County.Industrial.AP.724475_TMY3
83837,USA_ID_Coeur.dAlene.AWOS.727834_TMY3
61814,USA_IN_Lafayette-Purdue.University.AP.724386_TMY3
93449,USA_CA_San.Luis.Obispo.AP.722897_TMY3
97843,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3
68766,USA_NE_ONeill-Baker.Field.725566_TMY3
60541,USA_IL_Aurora.Muni.AP.744655_TMY3
60945,USA_IN_Lafayette-Purdue.University.AP.724386_TMY3
54876,USA_WI_Rice.Lake.Muni.AP.726467_TMY3
61473,USA_IA_Burlington.Muni.AP.725455_TMY3
74363,USA_MO_Joplin.Muni.AP.723495_TMY3
74457,USA_AR_Siloam.Spring.AWOS.723443_TMY3
49736,USA_MI_Chippewa.County.Intl.AP.727344_TMY3
75470,USA_TX_Cox.Field.722587_TMY3
44483,USA_OH_Youngstown.Rgnl.AP.725250_TMY3
54241,USA_WI_Manitowac.Muni.AWOS.726455_TMY3
56343,USA_MN_Alexandria.Muni.AP.726557_TMY3
56547,USA_ND_Fargo-Hector.Intl.AP.727530_TMY3
53274,USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3
55069,USA_MN_Cambridge.Muni.AP.727503_TMY3
58225,USA_MN_Hallock.727478_TMY3
55412,USA_MN_Minneapolis-Crystal.AP.726575_TMY3
56063,USA_MN_Mankato.AWOS.726585_TMY3
37870,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3
75656,USA_AR_Texarkana-Webb.Field.723418_TMY3
39054,USA_MS_Greenville.Muni.AP.722356_TMY3
65681,USA_AR_Harrison.AP.723446_TMY3
44070,USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3
70707,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3
36037,USA_AL_Troy.Air.Field.722267_TMY3
76665,USA_TX_Waco.Rgnl.AP.722560_TMY3
77002,USA_TX_Houston-William.P.Hobby.AP.722435_TMY3
77807,USA_TX_College.Station-Easterwood.Field.722445_TMY3
77838,USA_TX_College.Station-Easterwood.Field.722445_TMY3
78221,USA_TX_San.Antonio-Stinson.AP.722523_TMY3
78552,USA_TX_Harlingen-Valley.Intl.AP.722505_TMY3
66873,USA_KS_Fort.Riley-Marshall.AAF.724550_TMY3
67422,USA_KS_Salina.Muni.AP.724586_TMY3
67444,USA_KS_Salina.Muni.AP.724586_TMY3
67654,USA_KS_Hill.City.Muni.AP.724655_TMY3
68039,USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3
56396,USA_MN_St.Cloud.Muni.AP.726550_TMY3
62534,USA_IL_Decatur.AP.725316_TMY3
63166,USA_IL_Cahokia.AP.725314_TMY3
72414,USA_AR_Jonesboro.Muni.AP.723407_TMY3
72470,USA_MO_Poplar.Bluff.AWOS.723300_TMY3
80483,USA_CO_Hayden-Yampa.AWOS.725715_TMY3
81246,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3
74756,USA_TX_Cox.Field.722587_TMY3
75142,USA_TX_Dallas-Redbird.AP.722599_TMY3
76208,USA_TX_Dallas-Addison.AP.722598_TMY3
83639,USA_ID_Caldwell.AWOS.726813_TMY3
85373,USA_AZ_Luke.AFB.722785_TMY3
92019,USA_CA_San.Diego-Montgomery.Field.722903_TMY3
92177,USA_CA_San.Diego-Miramar.NAS.722930_TMY3
92257,USA_CA_Imperial.County.AP.747185_TMY3
95062,USA_CA_Monterey.NAF.724915_TMY3
98857,USA_WA_Moses.Lake-Grant.County.AP.727827_TMY3
95820,USA_CA_Sacramento.Exec.AP.724830_TMY3
3456,USA_NH_Keene-Dillant.Hopkins.AP.726165_TMY3
5640,USA_VT_Montpelier.AP.726145_TMY3
1749,USA_MA_Worcester.Rgnl.AP.725095_TMY3
53270,USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3
53791,USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3
54052,USA_WI_Lone.Rock.AP.726416_TMY3
54429,USA_WI_Mosinee-Central.Wisconsin.AP.726465_TMY3
54871,USA_WI_Rice.Lake.Muni.AP.726467_TMY3
55336,USA_MN_Hutchinson.AWOS.726569_TMY3
41264,USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3
43202,USA_OH_Ohio.State.University.AP.724288_TMY3
43468,USA_OH_Toledo.Express.AP.725360_TMY3
43659,USA_OH_Toledo.Express.AP.725360_TMY3
36866,USA_AL_Auburn-Opelika.AP.722284_TMY3
37014,USA_TN_Nashville.Intl.AP.723270_TMY3
21683,USA_DE_Dover.AFB.724088_TMY3
55079,USA_MN_Cambridge.Muni.AP.727503_TMY3
56711,USA_MN_Roseau.Muni.AWOS.727477_TMY3
57601,USA_SD_Mobridge.Muni.AP.726685_TMY3
58324,USA_ND_Devils.Lake.AWOS.727573_TMY3
72610,USA_AR_Flippin.AWOS.723447_TMY3
4460,USA_ME_Millinocket.Muni.AP.726196_TMY3
14785,USA_NY_Jamestown.AWOS.725235_TMY3
14807,USA_NY_Elmira.Rgnl.AP.725156_TMY3
15623,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
16061,USA_PA_Butler.County.AWOS.725124_TMY3
16233,USA_PA_DuBois-Jefferson.County.AP.725125_TMY3
60952,USA_IL_University.of.Illinois-Willard.AP.725315_TMY3
70744,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3
30813,USA_GA_Augusta-Bush-Field.722180_TMY3
87930,USA_NM_Truth.or.Consequences.Muni.AP.722710_TMY3
31625,USA_GA_Valdosta-Moody.AFB.747810_TMY3
75792,USA_TX_Longview-Gregg.County.AP.722470_TMY3
33433,USA_FL_Fort.Lauderdale.Executive.AP.722039_TMY3
83276,USA_ID_Soda.Springs-Tigert.AP.725868_TMY3
38122,USA_TN_Memphis.Intl.AP.723340_TMY3
90604,USA_CA_Fullerton.Muni.AP.722976_TMY3
96057,USA_CA_Montague-Siskiyou.County.AP.725955_TMY3
24895,USA_WV_Bluefield-Mercer.County.AP.724125_TMY3
49840,USA_MI_Escanaba.AWOS.726480_TMY3
68717,USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3
52313,USA_IA_Waterloo.Muni.AP.725480_TMY3
29693,USA_SC_Anderson.County.AP.723125_TMY3
8251,USA_NJ_Cape.May.County.AP.745966_TMY3
40259,USA_KY_Louisville-Bowman.Field.724235_TMY3
72703,USA_AR_Springdale.Muni.AP.723434_TMY3
13622,USA_NY_Watertown.AP.726227_TMY3
70586,USA_LA_Lafayette.RgnlAP.722405_TMY3
63344,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3
63945,USA_MO_Poplar.Bluff.AWOS.723300_TMY3
45354,USA_OH_Dayton.Intl.AP.724290_TMY3
30008,USA_GA_Marietta-Dobbins.AFB.722270_TMY3
24712,USA_WV_Bluefield-Mercer.County.AP.724125_TMY3
14603,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3
38666,USA_TN_Memphis.Intl.AP.723340_TMY3
50619,USA_IA_Charles.City.Muni.AP.725463_TMY3
60707,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3
70054,USA_LA_New.Orleans-Alvin.Callender.Field.722316_TMY3
86511,USA_NM_Gallup-Sen.Clarke.Field.723627_TMY3
87313,USA_NM_Gallup-Sen.Clarke.Field.723627_TMY3
75563,USA_AR_Texarkana-Webb.Field.723418_TMY3
37690,USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3
89721,USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3
47106,USA_KY_Louisville-Bowman.Field.724235_TMY3
91021,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3
35703,USA_AL_Birmingham.Muni.AP.722280_TMY3
72477,USA_AR_Walnut.Ridge.AWOS.723406_TMY3
27556,USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3
74032,USA_OK_Stillwater.Rgnl.AP.723545_TMY3
27583,USA_VA_Danville.Rgnl.AP.724106_TMY3
67568,USA_KS_Hutchinson.Muni.AP.724506_TMY3
94028,USA_CA_Mountain.View-Moffett.Field.NAS.745090_TMY3
94243,USA_CA_Sacramento.Exec.AP.724830_TMY3
88032,USA_NM_Las.Cruces.Intl.AP.722695_TMY3
89120,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3
89702,USA_CA_South.Lake.Tahoe-Lake.Tahoe.AP.725847_TMY3
96078,USA_CA_Red.Bluff.Muni.AP.725910_TMY3
74421,USA_OK_Tulsa.Intl.AP.723560_TMY3
75127,USA_TX_Greenville.Muni.AP.722588_TMY3
75159,USA_TX_Dallas-Redbird.AP.722599_TMY3
76634,USA_TX_Waco.Rgnl.AP.722560_TMY3
77978,USA_TX_Palacios.Muni.AP.722555_TMY3
78057,USA_TX_Hondo.Muni.AP.722533_TMY3
67232,USA_KS_Wichita-McConnell.AFB.724505_TMY3
67572,USA_KS_Hays.Muni.AWOS.724518_TMY3
84013,USA_UT_Provo.Muni.AWOS.725724_TMY3
45761,USA_WV_Parkersburg-Wood.County-Gill.Robb.Wilson.AP.724273_TMY3
46204,USA_IN_Indianapolis.Intl.AP.724380_TMY3
47042,USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3
47596,USA_IN_Monroe.County.AP.724375_TMY3
47631,USA_IN_Evansville.Rgnl.AP.724320_TMY3
65793,USA_MO_Fort.Leonard.Wood-Forney.AAF.724457_TMY3
69034,USA_NE_McCook.Muni.AP.725625_TMY3
83648,USA_ID_Mountain.Home.AFB.726815_TMY3
60128,USA_IL_Du.Page.AP.725305_TMY3
60706,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3
56583,USA_MN_Fergus.Falls.AWOS.726560_TMY3
59262,USA_MT_Sidney-Richland.Muni.AP.727687_TMY3
78952,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3
73628,USA_OK_Clinton.Sherman.AP.723526_TMY3
72028,USA_AR_Flippin.AWOS.723447_TMY3
24316,USA_VA_Marion-Wytheville-Mountain.Empire.AP.724056_TMY3
24318,USA_VA_Marion-Wytheville-Mountain.Empire.AP.724056_TMY3
24322,USA_VA_Marion-Wytheville-Mountain.Empire.AP.724056_TMY3
24437,USA_VA_Staunton-Shenandoah.Valley.Rgnl.AP.724105_TMY3
25064,USA_WV_Charleston-Yeager.AP.724140_TMY3
13774,USA_NY_Monticello.AWOS.725145_TMY3
16558,USA_PA_Erie.Intl.AP.725260_TMY3
30560,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3
32011,USA_FL_Jacksonville.Intl.AP.722060_TMY3
32063,USA_FL_Jacksonville.NAS.722065_TMY3
22529,USA_MD_Patuxent.River.NAS.724040_TMY3
10521,USA_NY_White.Plains-Westchester.County.AP.725037_TMY3
26690,USA_WV_Charleston-Yeager.AP.724140_TMY3
28337,USA_NC_Fayetteville.Muni.AP.723035_TMY3
17963,USA_PA_Reading.Mem.AP-Spaatz.Field.725103_TMY3
29535,USA_GA_Augusta-Bush-Field.722180_TMY3
30115,USA_GA_Marietta-Dobbins.AFB.722270_TMY3
12041,USA_NY_Albany.County.AP.725180_TMY3
12157,USA_NY_Albany.County.AP.725180_TMY3
10172,USA_NY_New.York-Central.Park.725033_TMY3
10199,USA_NY_New.York-Central.Park.725033_TMY3
11225,USA_NY_New.York-Central.Park.725033_TMY3
15601,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
15697,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
16744,USA_PA_Bradford.Rgnl.AP.725266_TMY3
16915,USA_PA_Bradford.Rgnl.AP.725266_TMY3
1899,USA_MA_Beverly.Muni.AP.725088_TMY3
2293,USA_MA_Boston-Logan.Intl.AP.725090_TMY3
2337,USA_MA_Plymouth.Muni.AP.725064_TMY3
4338,USA_ME_Augusta.AP.726185_TMY3
66535,USA_KS_Manhattan.Rgnl.AP.724555_TMY3
67871,USA_KS_Garden.City.Muni.AP.724515_TMY3
74047,USA_OK_Tulsa.Intl.AP.723560_TMY3
75070,USA_TX_Dallas-Addison.AP.722598_TMY3
41630,USA_KY_Jackson-Julian.Carroll.AP.724236_TMY3
44168,USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3
62875,USA_IL_Mount.Vernon.AWOS.724335_TMY3
72036,USA_AR_Stuttgart.AWOS.723416_TMY3
56074,USA_MN_New.Ulm.Muni.AWOS.726567_TMY3
45601,USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3
20029,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
20045,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
49925,USA_MI_Ironwood.AWOS.727445_TMY3
82833,USA_WY_Sheridan.County.AP.726660_TMY3
84068,USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3
85379,USA_AZ_Luke.AFB.722785_TMY3
93243,USA_CA_Sandberg.723830_TMY3
94027,USA_CA_Mountain.View-Moffett.Field.NAS.745090_TMY3
94939,USA_CA_Oakland.Intl.AP.724930_TMY3
78213,USA_TX_San.Antonio.Intl.AP.722530_TMY3
78230,USA_TX_San.Antonio.Intl.AP.722530_TMY3
78384,USA_TX_Alice.Intl.AP.722517_TMY3
79733,USA_TX_Midland.Intl.AP.722650_TMY3
62045,USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3
90680,USA_CA_Fullerton.Muni.AP.722976_TMY3
13696,USA_NY_Massena.AP.726223_TMY3
14618,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3
16901,USA_NY_Elmira.Rgnl.AP.725156_TMY3
20081,USA_VA_Arlington-Ronald.Reagan.Washington.Natl.AP.724050_TMY3
20659,USA_MD_Patuxent.River.NAS.724040_TMY3
23278,USA_VA_Richmond.Intl.AP.724010_TMY3
23419,USA_VA_Melfa-Accomack.County.AP.724026_TMY3
3101,USA_NH_Manchester.Muni.AP.743945_TMY3
5474,USA_VT_Burlington.Intl.AP.726170_TMY3
10979,USA_NJ_Caldwell-Essex.County.AP.724094_TMY3
18925,USA_PA_Willow.Grove.NAS.724086_TMY3
1075,USA_MA_Chicopee.Falls-Westover.AFB.744910_TMY3
1585,USA_MA_Worcester.Rgnl.AP.725095_TMY3
2170,USA_MA_Boston-Logan.Intl.AP.725090_TMY3
38232,USA_TN_Dyersburg.Muni.AP.723347_TMY3
68305,USA_NE_Falls.City-Brenner.Field.725533_TMY3
29233,USA_SC_Columbia.Metro.AP.723100_TMY3
52593,USA_IA_Ottumwa.Industrial.AP.725465_TMY3
53005,USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3
72372,USA_AR_Stuttgart.AWOS.723416_TMY3
12920,USA_NY_Saranac.Lake-Adirondack.Rgnl.AP.726228_TMY3
75015,USA_TX_Dallas-Love.Field.722583_TMY3
14456,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3
71431,USA_LA_Alexandria-England.AFB.747540_TMY3
12072,USA_NY_Albany.County.AP.725180_TMY3
70420,USA_LA_New.Orleans-Lakefront.AP.722315_TMY3
50118,USA_IA_Des.Moines.Intl.AP.725460_TMY3
56126,USA_MN_Worthington.AWOS.726587_TMY3
56621,USA_MN_Fosston.AWOS.727505_TMY3
48619,USA_MI_Alpena.County.Rgnl.AP.726390_TMY3
14424,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3
15014,USA_PA_Butler.County.AWOS.725124_TMY3
15089,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
5743,USA_VT_Rutland.State.AP.725165_TMY3
6424,USA_CT_Hartford-Brainard.Field.725087_TMY3
6702,USA_CT_Oxford.AWOS.725029_TMY3
7661,USA_NJ_Teterboro.AP.725025_TMY3
17752,USA_PA_Williamsport.Rgnl.AP.725140_TMY3
3223,USA_NH_Laconia.Muni.AWOS.726155_TMY3
15696,USA_PA_Johnstown-Cambria.County.AP.725127_TMY3
17314,USA_PA_Lancaster.AP.725116_TMY3
22923,USA_VA_Charlottesville-Albemarle.County.AP.724016_TMY3
23922,USA_VA_Farmville.Muni.AP.724017_TMY3
24048,USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3
29861,USA_GA_Augusta-Bush-Field.722180_TMY3
12470,USA_NY_Albany.County.AP.725180_TMY3
13250,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3
26636,USA_WV_Charleston-Yeager.AP.724140_TMY3
49254,USA_MI_Jackson-Reynolds.Field.725395_TMY3
40576,USA_KY_Lexington-Bluegrass.AP.724220_TMY3
41004,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
53101,USA_IL_Waukegan.Rgnl.AP.725347_TMY3
53118,USA_WI_Watertown.Muni.AP.726464_TMY3
53554,USA_WI_Lone.Rock.AP.726416_TMY3
55347,USA_MN_Edin.Prairie-Flying.Cloud.AP.726579_TMY3
56483,USA_MN_Park.Rapids.Muni.AP.727453_TMY3
57017,USA_SD_Brookings.AWOS.726515_TMY3
57840,USA_SD_Huron.Rgnl.AP.726540_TMY3
43738,USA_OH_Zanesville.Muni.AP.724286_TMY3
45162,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
45245,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
35064,USA_AL_Birmingham.Muni.AP.722280_TMY3
36093,USA_AL_Maxwell.AFB.722265_TMY3
49806,USA_MI_Escanaba.AWOS.726480_TMY3
47514,USA_IN_Huntingburg.Muni.AP.724365_TMY3
49321,USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3
20624,USA_MD_Patuxent.River.NAS.724040_TMY3
21874,USA_MD_Salisbury-Wicomico.County.Rgnl.AP.724045_TMY3
22552,USA_VA_Fredericksburg-Shannon.AP.724033_TMY3
22714,USA_VA_Manassas.Muni.AWOS.724036_TMY3
14613,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3
16401,USA_PA_Erie.Intl.AP.725260_TMY3
16698,USA_PA_DuBois-Jefferson.County.AP.725125_TMY3
17087,USA_PA_Reading.Mem.AP-Spaatz.Field.725103_TMY3
13345,USA_NY_Fort.Drum-Wheeler.Sack.AAF.743700_TMY3
1008,USA_MA_Westfield-Barnes.Muni.AP.744915_TMY3
18454,USA_NY_Monticello.AWOS.725145_TMY3
18703,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3
81235,USA_CO_Gunnison.County.AWOS.724677_TMY3
82648,USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3
83250,USA_ID_Pocatello.Muni.AP.725780_TMY3
84122,USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3
92165,USA_CA_San.Diego-Miramar.NAS.722930_TMY3
92176,USA_CA_San.Diego-Miramar.NAS.722930_TMY3
92407,USA_CA_Riverside.Muni.AP.722869_TMY3
92660,USA_CA_Santa.Ana-John.Wayne.AP.722977_TMY3
90221,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3
98166,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3
94229,USA_CA_Sacramento.Exec.AP.724830_TMY3
95032,USA_CA_San.Jose.Intl.AP.724945_TMY3
97424,USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3
76667,USA_TX_Waco.Rgnl.AP.722560_TMY3
77580,USA_TX_Houston-Ellington.AFB.722436_TMY3
53507,USA_WI_Lone.Rock.AP.726416_TMY3
54548,USA_WI_Minocqua-Woodruff-Lee.Field.726404_TMY3
56030,USA_MN_New.Ulm.Muni.AWOS.726567_TMY3
66686,USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3
67670,USA_KS_Hill.City.Muni.AP.724655_TMY3
68523,USA_NE_Lincoln.Muni.AP.725510_TMY3
68928,USA_NE_Hastings.Muni.AP.725525_TMY3
59401,USA_MT_Great.Falls.Intl.AP.727750_TMY3
60095,USA_IL_Chicago-Midway.AP.725340_TMY3
62023,USA_IL_Belleville-Scott.AFB.724338_TMY3
63473,USA_IA_Keokuk.Muni.AP.725456_TMY3
64080,USA_KS_Olathe-Johnson.County.Executive.AP.724468_TMY3
57012,USA_SD_Sioux.Falls-Foss.Field.726510_TMY3
41171,USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3
43315,USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3
49716,USA_MI_Pellston-Emmet.County.AP.727347_TMY3
51344,USA_IA_Estherville.Muni.AP.726499_TMY3
34613,USA_FL_Tampa.Intl.AP.722110_TMY3
36439,USA_FL_Whiting.Field.NAS.722226_TMY3
39647,USA_MS_McComb-Pike.Co.AP.722358_TMY3
5033,USA_VT_Montpelier.AP.726145_TMY3
6365,USA_CT_Groton-New.London.AP.725046_TMY3
6488,USA_CT_Oxford.AWOS.725029_TMY3
7734,USA_NJ_Belmar-Monmouth.County.AP.724084_TMY3
